lambda_,t,N
1.507009e+00,1.418434e+00,9.461785e-02
6.504691e-01,2.229339e+00,1.989171e-01
6.279305e-01,5.417409e-01,7.418840e-01
3.106569e-01,1.385888e+00,6.574163e-01
5.737121e-01,8.482129e-02,9.072262e-01
9.789417e-01,6.307798e-01,5.618318e-01
1.840052e+00,1.928262e+00,2.748868e-02
1.174863e+00,1.921276e+00,1.104691e-01
2.751598e-01,2.039673e+00,5.733044e-01
1.217130e+00,1.259369e+00,2.025971e-01
2.343790e-01,2.893457e+00,4.950746e-01
1.691472e+00,1.160555e+00,1.771175e-01
1.942254e-01,1.123441e+00,8.594397e-01
6.439490e-01,2.410408e+00,2.238131e-01
1.258060e+00,2.160949e+00,5.251222e-02
1.713564e+00,1.446134e+00,5.668554e-02
1.267379e+00,2.381015e+00,3.388112e-02
4.520048e-01,2.617599e+00,3.362278e-01
1.503435e+00,1.667708e+00,5.685715e-02
5.471111e-01,5.963804e-01,7.371277e-01
9.604100e-01,9.529143e-01,4.143901e-01
1.540187e-01,7.954469e-01,9.186618e-01
9.333079e-01,2.302708e+00,1.577531e-01
8.360717e-01,1.123897e+00,4.215233e-01
6.098562e-01,1.006435e+00,5.193408e-01
6.169639e-01,1.958308e+00,3.193161e-01
1.976748e+00,2.021215e+00,2.540788e-02
1.245401e+00,2.880738e+00,7.512092e-03
1.947424e+00,1.391491e+00,3.280041e-02
1.047243e+00,2.303769e+00,1.067631e-01
5.183369e-01,1.176576e+00,5.525802e-01
7.832870e-01,2.140141e+00,2.092870e-01
7.675593e-01,7.888028e-01,5.389093e-01
9.167092e-01,5.423274e-01,6.025021e-01
6.596296e-01,2.132523e+00,2.176865e-01
1.321539e+00,1.174709e+00,1.687490e-01
1.638655e+00,3.322797e-01,5.658166e-01
1.262969e+00,1.364980e+00,1.940912e-01
1.152683e+00,2.455170e+00,2.308512e-02
1.586064e+00,2.558515e+00,-5.957008e-04
5.842555e-01,5.742999e-02,9.237144e-01
1.901776e+00,5.076405e-01,3.379698e-01
1.641684e+00,6.929809e-01,3.435668e-01
4.322880e-01,1.261626e+00,5.864429e-01
2.027947e-01,2.265190e+00,6.638305e-01
6.589595e-01,1.994153e+00,2.918526e-01
8.565712e-01,5.442247e-01,6.225461e-01
8.508523e-01,2.584173e+00,1.005525e-01
1.908308e+00,2.199896e+00,1.536838e-02
8.539335e-01,4.368468e-02,9.809806e-01
1.477533e+00,2.488963e+00,8.907032e-04
1.023564e+00,2.512538e+00,9.083802e-02
1.657608e-01,2.213422e+00,7.738571e-01
1.276959e+00,2.273607e+00,5.273729e-02
1.863048e+00,1.950593e+00,9.003684e-03
1.303342e+00,1.835680e+00,9.482336e-02
1.678004e-01,2.397627e-01,9.611824e-01
1.425183e+00,1.989008e+00,9.316628e-02
1.533164e+00,1.321641e+00,1.821397e-01
1.162880e+00,2.996105e+00,9.744748e-03
1.557228e+00,1.415533e+00,1.079268e-01
2.075046e-01,2.734406e+00,5.679994e-01
1.839691e-01,5.081984e-01,8.904503e-01
1.917432e+00,2.166676e+00,6.034298e-02
1.121617e+00,1.915923e+00,1.299055e-01
1.236810e+00,1.440435e+00,2.060352e-01
2.319717e-01,2.724814e+00,5.411540e-01
7.292564e-01,1.924620e+00,2.473493e-01
1.582668e+00,1.195033e+00,1.750796e-01
1.402355e+00,2.874670e+00,3.703813e-02
3.979701e-01,7.606073e-01,7.373953e-01
9.126686e-01,2.103868e+00,1.316272e-01
1.548079e+00,8.312789e-01,2.587608e-01
1.343766e+00,2.830098e-01,6.850788e-01
1.355007e+00,2.146785e+00,4.907341e-02
1.734728e+00,1.123087e+00,1.376700e-01
5.774373e-01,2.221451e+00,2.832940e-01
1.233452e+00,2.555729e+00,4.912848e-02
1.165254e+00,1.752700e+00,1.520485e-01
6.322410e-01,2.496418e+00,2.463944e-01
4.333430e-01,2.476164e+00,3.886195e-01
1.607506e+00,6.142909e-01,3.504141e-01
1.897110e+00,7.377214e-01,2.235370e-01
7.036660e-01,1.516373e+00,3.455128e-01
9.070211e-01,5.430669e-01,5.687888e-01
1.811377e+00,2.595518e+00,3.696466e-03
8.186340e-01,1.473245e+00,2.591596e-01
1.124301e+00,2.972910e+00,3.294390e-02
8.486958e-01,2.209616e+00,1.566099e-01
1.242512e+00,1.651449e+00,1.438768e-01
5.663689e-01,9.182465e-01,5.677508e-01
1.416992e+00,1.956635e-01,7.401951e-01
1.203228e+00,2.585915e+00,2.941784e-02
2.183536e-01,2.751920e+00,5.353532e-01
8.403952e-01,5.119867e-02,9.536087e-01
4.151468e-01,2.109284e+00,4.346459e-01
8.277366e-01,1.471060e+00,3.017186e-01
1.371266e+00,1.541557e+00,1.398926e-01
2.144972e-01,1.346543e+00,6.401397e-01
1.801670e+00,1.441668e+00,6.042739e-02
1.739523e+00,1.611212e+00,8.752189e-02
7.671570e-01,2.563448e+00,1.408739e-01
1.927160e+00,1.403909e+00,2.867418e-02
3.323385e-01,1.691121e+00,5.898104e-01
1.798812e+00,2.828454e+00,4.416026e-02
1.737301e+00,1.619811e+00,7.048671e-02
1.929999e+00,2.507291e+00,4.032451e-03
1.309253e+00,9.568929e-02,8.617907e-01
8.956315e-01,2.718772e+00,5.203931e-02
1.411296e+00,2.642129e+00,3.789249e-03
1.145312e+00,4.875818e-02,9.905492e-01
1.787984e+00,6.925844e-01,3.048369e-01
1.889841e+00,2.536287e-01,6.294759e-01
1.722583e+00,9.942170e-01,1.785593e-01
1.635111e-01,1.702223e+00,7.762105e-01
5.986297e-01,1.194172e+00,5.486489e-01
6.960824e-01,6.995922e-01,5.953076e-01
1.954753e+00,1.448773e+00,5.406642e-02
1.800030e-01,1.033378e+00,8.591752e-01
1.492009e+00,1.808303e-01,7.510377e-01
1.164607e+00,2.500064e+00,9.280901e-02
1.469428e+00,1.743602e+00,3.494663e-02
1.874865e+00,1.543748e+00,6.356966e-02
1.563659e+00,7.092541e-01,3.183918e-01
1.113201e+00,1.521605e-01,8.731857e-01
1.963575e+00,1.814776e+00,9.617530e-03
8.308825e-01,2.224131e-01,8.232160e-01
4.699389e-01,5.383449e-01,7.985165e-01
3.341178e-01,3.160307e-01,9.038078e-01
6.234857e-01,2.005750e+00,3.115170e-01
1.567657e+00,7.042797e-01,3.234911e-01
1.008897e+00,2.406858e+00,9.872122e-02
1.317295e+00,8.565037e-01,3.263735e-01
5.078493e-01,1.557299e+00,4.891804e-01
1.812952e+00,2.568583e+00,-2.469824e-02
1.401613e+00,8.501280e-01,3.418415e-01
7.663694e-01,1.995651e+00,2.309617e-01
5.595504e-01,2.102473e+00,2.898869e-01
3.420026e-01,1.175995e+00,7.055915e-01
1.859851e+00,1.781758e+00,1.642418e-02
5.350408e-01,7.218025e-01,6.644701e-01
1.542013e+00,2.987187e-01,5.980220e-01
1.024840e-01,1.118244e+00,8.934674e-01
3.578808e-01,7.410795e-01,7.543640e-01
8.115501e-01,1.840391e+00,2.029372e-01
2.191420e-01,2.800803e+00,5.592872e-01
1.119974e-01,1.817572e+00,7.973719e-01
1.308632e+00,1.158279e+00,2.283114e-01
3.367295e-01,1.066593e+00,6.821645e-01
5.919567e-01,5.694881e-02,9.201569e-01
1.335667e+00,2.466633e+00,3.514863e-02
1.408936e+00,2.215209e+00,2.246498e-02
1.395711e+00,1.305358e+00,1.871192e-01
1.652630e+00,2.827951e-01,6.346121e-01
1.383467e+00,9.411627e-01,2.750790e-01
3.651235e-01,1.834227e+00,5.085799e-01
1.440438e+00,1.548085e+00,1.447931e-01
9.270910e-01,1.685484e+00,2.220124e-01
3.640602e-01,9.761834e-01,7.063621e-01
4.571421e-01,1.549310e+00,4.499429e-01
8.122796e-01,2.271469e+00,1.325152e-01
3.342624e-01,1.192193e+00,6.704249e-01
2.600468e-01,1.416575e+00,6.945215e-01
1.805824e+00,2.517753e+00,1.313101e-02
1.465863e+00,7.678891e-01,3.500595e-01
6.730368e-01,2.795235e+00,1.803236e-01
5.975422e-01,1.233057e+00,4.903127e-01
1.531523e+00,1.231746e+00,1.592249e-01
5.244294e-01,6.221732e-01,7.837449e-01
4.293159e-01,2.408794e+00,3.817547e-01
1.512211e+00,2.894285e-01,6.532123e-01
5.093623e-01,5.344812e-01,8.018964e-01
1.570258e+00,1.675164e+00,6.413100e-02
1.523715e+00,3.880724e-01,6.295998e-01
2.692570e-01,1.728973e+00,6.759034e-01
1.328833e-01,2.105476e+00,7.548584e-01
1.352374e+00,3.454927e-01,6.395065e-01
8.949357e-01,2.631982e+00,1.304027e-01
1.823575e+00,1.878903e+00,8.859348e-02
5.450851e-01,1.153549e+00,5.872450e-01
1.952019e+00,6.982275e-01,2.624020e-01
1.063308e+00,2.271453e+00,1.163547e-01
1.899810e-01,2.196216e+00,6.736409e-01
5.883061e-01,1.031174e+00,5.935697e-01
4.451252e-01,2.078235e+00,4.158204e-01
2.020123e-01,2.954592e+00,5.215078e-01
2.663155e-01,1.251466e+00,7.476146e-01
6.375159e-01,4.584855e-01,7.186918e-01
1.364029e+00,3.704482e-01,5.966576e-01
1.861926e+00,2.055164e+00,7.001287e-02
1.845786e-01,7.650362e-01,8.410677e-01
1.547991e+00,6.047757e-01,3.811111e-01
1.219160e+00,1.194118e+00,1.885832e-01
1.798583e+00,1.767361e+00,8.357338e-02
1.029107e+00,1.293414e+00,2.582140e-01
8.983643e-01,2.128425e+00,2.153753e-01
1.331693e-01,2.636508e+00,6.721803e-01
5.171404e-01,2.918686e+00,2.024441e-01
1.214829e+00,1.121549e+00,1.813047e-01
9.464610e-01,1.481444e+00,2.527537e-01
1.702131e+00,2.978341e+00,4.001026e-02
7.653625e-01,2.141040e+00,1.926163e-01
1.511333e+00,2.192665e+00,4.919283e-02
1.706017e+00,8.108838e-01,2.423613e-01
1.606726e+00,1.767549e+00,4.538280e-02
1.498688e+00,8.140251e-01,2.984568e-01
1.771773e+00,2.611394e+00,3.960053e-03
9.287260e-01,8.084355e-01,4.707542e-01
9.954343e-01,1.409952e+00,2.643003e-01
3.939276e-01,1.099187e+00,6.904256e-01
6.009203e-01,3.546035e-01,7.735217e-01
8.614743e-01,1.135924e+00,4.333311e-01
4.964475e-01,9.177226e-01,6.097345e-01
3.045411e-01,1.367427e+00,6.479416e-01
1.438283e+00,1.885726e+00,-7.861888e-03
1.676980e+00,1.980374e+00,6.572132e-02
1.187187e+00,9.850469e-01,2.919890e-01
7.251502e-01,9.420155e-01,4.824272e-01
1.667554e+00,1.165007e+00,1.702276e-01
1.616668e+00,6.131354e-01,3.658640e-01
1.874245e-01,2.252900e+00,6.270505e-01
7.386882e-01,6.860116e-01,5.910480e-01
8.862986e-01,2.429824e+00,1.147661e-01
1.144774e+00,1.147910e+00,2.953794e-01
1.731629e+00,5.386603e-01,4.079810e-01
6.269403e-01,2.575445e+00,2.194103e-01
8.339745e-01,7.935075e-01,4.888785e-01
1.089121e+00,1.267806e+00,2.721318e-01
1.086363e+00,2.470276e+00,5.357432e-02
1.891324e+00,2.650955e+00,-5.153651e-02
1.021660e+00,1.189384e+00,2.706197e-01
1.336033e+00,8.730097e-01,2.951344e-01
1.670807e+00,1.778822e+00,1.224329e-01
7.415768e-01,2.539700e+00,1.493544e-01
1.478538e+00,1.081694e+00,1.987805e-01
8.611925e-01,6.063927e-01,6.315407e-01
5.257760e-01,5.823407e-02,9.770646e-01
9.034131e-01,2.996654e+00,1.330967e-01
1.816819e+00,4.257519e-01,4.753651e-01
1.065560e+00,1.561557e-01,8.282201e-01
1.479677e+00,4.743808e-01,5.403254e-01
8.079217e-01,2.955414e+00,1.402633e-01
1.832058e-01,5.823387e-01,9.053200e-01
1.498076e+00,1.599662e+00,1.034186e-01
1.263699e+00,5.576167e-01,4.657393e-01
1.036346e+00,2.633644e+00,3.234941e-02
7.396185e-01,9.095886e-01,4.670192e-01
1.474744e+00,2.941343e+00,3.321395e-02
3.394925e-01,2.350333e-01,9.043142e-01
1.679299e+00,1.772900e+00,4.884236e-02
1.136809e-01,2.919324e+00,7.213493e-01
1.405930e+00,1.628343e-01,7.790327e-01
1.039882e+00,2.063431e-01,8.186776e-01
4.341823e-01,1.507436e+00,5.057921e-01
1.343925e+00,5.845790e-01,4.305818e-01
1.430359e+00,2.458495e+00,9.162807e-02
1.653987e+00,1.030328e+00,2.340021e-01
1.398907e+00,7.105590e-01,3.779574e-01
7.156186e-01,2.307305e-01,9.234489e-01
1.681591e+00,1.561983e+00,5.054197e-02
4.816504e-01,2.827723e+00,2.227120e-01
7.101871e-01,2.968256e+00,1.156772e-01
8.945343e-01,1.637862e+00,2.180264e-01
1.894658e-01,2.016114e+00,7.190339e-01
4.249829e-01,1.134740e+00,5.990460e-01
8.573517e-01,1.384567e+00,3.213056e-01
1.186553e+00,1.792513e+00,1.176415e-01
4.761142e-01,1.428338e+00,4.648793e-01
5.399778e-01,1.140374e+00,5.574047e-01
4.912878e-01,3.425304e-01,8.804628e-01
1.472151e+00,1.960077e+00,2.375494e-02
1.188308e+00,2.353210e+00,3.527470e-02
1.753489e+00,2.519521e+00,9.733743e-02
1.000332e+00,2.142208e+00,9.986651e-02
1.444145e-01,2.310632e+00,6.820130e-01
6.188298e-01,1.789068e+00,3.687421e-01
1.628597e-01,1.730516e+00,7.702911e-01
1.488820e+00,1.342737e-01,8.232009e-01
7.877922e-01,6.206884e-01,6.418113e-01
6.698466e-01,1.572696e+00,3.780214e-01
1.239429e+00,2.394300e+00,6.122199e-02
2.037449e-01,2.649934e+00,6.035846e-01
1.872981e+00,2.897406e+00,-8.743306e-05
1.000380e+00,2.268845e+00,1.114788e-01
1.987799e+00,1.615268e+00,6.005134e-02
3.204065e-01,2.729051e+00,4.465568e-01
3.984503e-01,2.867435e+00,3.437168e-01
6.021092e-01,3.632073e-01,8.280960e-01
1.683581e+00,2.132595e+00,1.126478e-02
1.240078e+00,1.325635e+00,1.713358e-01
1.245004e+00,6.292898e-01,4.600320e-01
1.423090e-01,2.618437e+00,6.798753e-01
1.136575e+00,1.167329e+00,2.261745e-01
1.712004e+00,8.511928e-01,2.547684e-01
1.723507e+00,9.354836e-02,8.675291e-01
1.191443e+00,1.429471e+00,1.862693e-01
5.952208e-01,2.535955e+00,2.116859e-01
1.192002e+00,2.725846e+00,3.823613e-02
2.895760e-01,2.249322e+00,5.369613e-01
1.538996e+00,1.802406e+00,4.540377e-02
4.726250e-01,9.642230e-01,6.330303e-01
1.903521e+00,2.113827e-01,6.867382e-01
1.065679e+00,1.614547e+00,1.494456e-01
7.300030e-01,1.588397e-01,9.142736e-01
1.379455e+00,6.126904e-01,4.699300e-01
1.500145e+00,2.707415e+00,2.758708e-02
6.620490e-01,2.780488e+00,1.858573e-01
1.511683e+00,1.414569e+00,9.649901e-02
3.051456e-01,2.293543e+00,4.758269e-01
1.235840e+00,5.551842e-01,4.865355e-01
1.311174e+00,1.498909e+00,1.213023e-01
2.266488e-01,1.375936e+00,7.007303e-01
7.124612e-01,3.946302e-01,7.382779e-01
1.587655e-01,4.043763e-01,9.274367e-01
1.100744e+00,2.710063e+00,5.585643e-02
7.322276e-01,5.862834e-01,6.108655e-01
1.272297e+00,2.827852e+00,6.183945e-02
2.231301e-01,1.280000e-01,9.469934e-01
1.780566e+00,2.426046e-01,6.318952e-01
4.577720e-01,9.383056e-01,6.790159e-01
2.193460e-01,1.388093e+00,6.945693e-01
1.521706e+00,2.420199e+00,3.917246e-02
1.409218e+00,3.118074e-01,6.440010e-01
1.310556e+00,2.273076e+00,3.960865e-02
7.759397e-01,1.596029e+00,2.384025e-01
1.237321e+00,1.033972e+00,2.926229e-01
1.425015e+00,8.941492e-01,2.533087e-01
1.987419e-01,2.234511e+00,6.185638e-01
1.507261e+00,1.095237e+00,1.482624e-01
1.276895e+00,2.444937e+00,3.779106e-02
2.693548e-01,8.698348e-01,7.894300e-01
1.421245e+00,1.206137e+00,1.688080e-01
6.848914e-01,1.809337e+00,2.971268e-01
7.771857e-01,6.355544e-01,5.925267e-01
9.051775e-01,4.566700e-01,6.555200e-01
1.726021e+00,2.386294e+00,2.659331e-02
8.450789e-01,1.404953e+00,3.465518e-01
4.068094e-01,5.919500e-01,7.856020e-01
9.978550e-01,1.176130e+00,3.083877e-01
1.244553e+00,8.637343e-01,3.795660e-01
1.372501e+00,6.676423e-01,3.811295e-01
1.141131e+00,4.987914e-01,5.495273e-01
1.465677e+00,1.424847e-01,7.716084e-01
1.985724e+00,5.731507e-01,3.137158e-01
5.240230e-01,1.660041e+00,4.531748e-01
2.789556e-01,1.808621e+00,5.801441e-01
1.527171e-01,2.146426e-01,9.576725e-01
5.915293e-01,1.834393e+00,3.155014e-01
1.904089e+00,9.583295e-01,1.549434e-01
4.849075e-01,1.529080e+00,4.786464e-01
1.922181e+00,2.758931e+00,-2.298002e-02
1.434663e+00,3.140641e-01,6.432810e-01
1.196836e+00,2.195381e+00,8.984275e-02
7.769645e-01,3.858791e-02,9.707857e-01
1.965869e+00,1.992374e+00,3.902091e-02
1.267196e-01,1.398681e+00,8.448857e-01
1.994000e+00,2.695780e+00,6.126997e-02
1.129771e+00,1.201282e+00,2.321138e-01
8.581857e-01,1.916732e+00,2.024347e-01
7.606129e-01,2.018733e+00,1.691622e-01
7.905182e-01,6.762318e-01,6.194897e-01
1.236607e+00,6.999464e-01,4.195734e-01
5.100490e-01,1.750879e+00,4.070242e-01
1.512020e+00,1.729459e+00,3.214523e-02
5.619626e-01,3.253478e-01,8.891442e-01
2.372097e-01,1.740489e+00,6.533303e-01
4.947054e-01,1.427153e+00,4.491133e-01
1.286323e+00,2.786610e+00,-5.224011e-03
1.513693e+00,7.318467e-01,3.077285e-01
1.214981e+00,8.813995e-01,3.625486e-01
9.754214e-01,2.199107e+00,1.257851e-01
1.627069e+00,5.086349e-01,4.768610e-01
3.099911e-01,6.007477e-01,8.030627e-01
1.118400e-01,1.247051e+00,8.491875e-01
1.133997e+00,4.876874e-01,5.460547e-01
3.566367e-01,2.686763e+00,3.600240e-01
1.635101e+00,1.543216e+00,2.779119e-02
3.376659e-01,1.854582e+00,5.486271e-01
4.534511e-01,1.554240e+00,4.982731e-01
1.940830e+00,2.937769e-01,5.911848e-01
1.789926e+00,2.445286e+00,3.979135e-02
1.594894e+00,8.577190e-01,2.649405e-01
7.561969e-01,1.981900e+00,2.200205e-01
1.278343e+00,1.649869e-01,8.184355e-01
3.744880e-01,7.701454e-01,7.569313e-01
1.416407e-01,8.499087e-01,8.790092e-01
2.996086e-01,1.158242e+00,6.682675e-01
7.008555e-01,1.604582e+00,3.011168e-01
1.112381e+00,5.348503e-01,5.451008e-01
9.444240e-01,2.401358e+00,5.861253e-02
1.521488e+00,6.237533e-01,3.886809e-01
7.206044e-01,1.785773e-01,8.984851e-01
1.586973e+00,2.558721e+00,-5.390760e-04
4.199258e-01,1.286545e-01,9.607734e-01
1.619725e+00,1.651911e+00,7.391836e-02
1.617733e-01,6.026506e-01,9.489244e-01
1.416125e+00,3.916167e-01,5.382777e-01
1.640423e+00,1.358206e+00,9.241177e-02
1.215768e+00,1.080346e+00,2.502176e-01
6.664219e-01,2.360002e+00,1.810436e-01
4.688937e-01,1.953011e+00,3.689331e-01
4.402925e-01,2.243772e+00,3.527256e-01
5.027374e-01,2.507930e+00,3.045629e-01
1.543712e+00,2.471177e+00,-2.668984e-02
1.273412e+00,1.508333e+00,1.729450e-01
1.215835e+00,2.822105e+00,1.562931e-02
8.340349e-01,2.339365e+00,1.410827e-01
8.382923e-01,1.628045e+00,2.193857e-01
5.447231e-01,1.284732e+00,5.085822e-01
8.702180e-01,1.370093e+00,3.136010e-01
9.923628e-01,2.214880e+00,1.026906e-01
1.094849e+00,1.031138e+00,3.329974e-01
1.250928e+00,2.359545e+00,8.315150e-02
9.305086e-01,1.278306e+00,3.617124e-01
9.959558e-01,5.731341e-01,5.419413e-01
1.908386e+00,2.014070e+00,-8.759140e-04
1.883684e+00,2.498226e-01,6.418743e-01
1.358972e+00,2.632463e+00,8.953313e-02
1.834224e+00,2.024402e-01,6.819943e-01
1.087393e+00,2.656524e+00,3.619485e-02
1.917551e-01,2.018153e+00,6.921511e-01
9.375518e-01,1.935229e+00,1.598924e-01
1.738688e+00,9.166643e-01,2.161559e-01
1.227638e-01,9.863286e-01,9.024030e-01
1.127274e+00,1.626695e-01,8.627072e-01
1.599742e+00,1.336595e-01,7.951455e-01
8.052870e-01,1.658787e-01,9.014659e-01
1.438504e+00,2.113676e-01,7.402889e-01
1.336158e+00,3.262511e-02,9.766520e-01
1.156615e+00,6.320103e-01,4.771664e-01
9.885314e-01,2.643941e+00,7.980622e-02
1.433854e+00,9.825473e-01,2.718484e-01
1.153302e+00,2.190226e+00,3.470368e-02
1.154318e+00,1.309437e-01,8.565861e-01
1.305168e+00,9.674170e-01,3.221052e-01
1.827525e+00,5.922220e-01,3.378015e-01
6.215815e-01,8.233932e-01,5.514115e-01
4.213722e-01,2.598548e+00,3.581952e-01
6.275159e-01,4.344901e-01,7.264288e-01
1.363650e+00,2.645938e+00,3.863611e-02
2.568230e-01,1.649786e+00,6.673890e-01
3.203090e-01,2.216559e+00,5.077814e-01
1.692595e+00,3.000443e-01,6.376653e-01
1.757895e+00,2.769416e+00,7.291186e-03
1.758306e+00,2.265065e+00,-7.543642e-03
6.747399e-01,3.241833e-01,8.070986e-01
1.646522e+00,6.135221e-01,3.504151e-01
1.919464e+00,2.454141e+00,-3.801569e-02
1.567619e+00,2.445617e+00,-1.350896e-03
9.657366e-01,2.736835e-03,1.048089e+00
1.190165e+00,2.849772e+00,3.598749e-02
6.048936e-01,2.021097e-01,9.073778e-01
5.132392e-01,4.286475e-01,7.715318e-01
3.926177e-01,5.829658e-01,7.941873e-01
6.231467e-01,2.820035e+00,2.333421e-01
1.522075e+00,2.686571e+00,-8.643510e-03
1.209719e+00,3.076095e-01,7.400424e-01
4.255036e-01,1.193528e+00,6.143104e-01
8.993062e-01,2.417549e+00,1.005662e-01
4.242896e-01,6.924089e-01,7.538693e-01
7.835727e-01,8.368908e-01,5.030269e-01
1.445881e+00,1.098339e+00,1.569017e-01
1.342888e+00,3.778663e-02,9.664235e-01
1.349296e+00,1.178767e+00,1.855628e-01
1.961092e+00,1.695397e+00,5.102598e-02
5.925071e-01,9.675082e-01,5.511492e-01
3.558754e-01,1.836593e+00,5.233949e-01
1.331603e+00,7.199159e-01,4.069741e-01
1.912081e+00,1.937418e+00,7.188514e-02
8.280689e-01,5.986095e-01,6.146215e-01
8.901682e-01,2.572383e+00,6.720507e-02
1.981950e+00,2.352496e+00,2.055360e-02
1.026894e+00,2.575750e+00,8.714074e-02
1.080901e+00,6.655864e-01,4.689429e-01
3.241430e-01,1.152917e-01,9.856107e-01
2.804216e-01,1.385658e+00,6.125367e-01
1.031580e+00,2.546013e+00,4.250818e-02
1.517269e+00,2.489520e+00,5.150587e-02
1.940146e+00,2.693252e+00,4.213793e-03
1.351912e+00,8.756090e-01,3.197610e-01
1.593454e+00,7.095523e-01,3.357579e-01
1.301463e+00,2.808863e+00,2.147121e-02
6.268523e-01,2.175008e+00,2.753193e-01
2.759299e-01,2.315491e-01,9.268521e-01
1.384761e+00,6.752919e-01,4.344718e-01
9.728137e-01,6.878855e-02,9.266260e-01
8.079458e-01,5.986575e-01,5.996984e-01
4.881951e-01,2.213159e+00,2.987916e-01
9.898148e-01,2.839574e+00,3.149371e-02
1.331561e-01,2.753748e+00,7.230563e-01
1.065521e+00,2.142214e+00,7.771086e-02
6.867243e-01,2.705508e-01,8.526901e-01
1.172875e+00,2.800138e+00,1.064162e-02
3.470839e-01,2.595118e+00,4.147552e-01
1.141400e+00,6.256108e-01,5.616544e-01
5.935151e-01,1.823959e+00,3.197007e-01
8.297245e-01,2.360337e+00,1.781283e-01
1.698841e+00,2.233375e+00,2.111659e-02
1.074445e+00,2.988238e+00,7.777090e-02
1.513576e+00,2.170708e+00,-3.291508e-03
7.790507e-01,1.197796e+00,3.775823e-01
2.190483e-01,1.411916e+00,7.380088e-01
1.600202e+00,2.057156e+00,2.924517e-02
6.166900e-01,5.614446e-01,7.392522e-01
7.683587e-01,4.364213e-01,6.742597e-01
1.780677e+00,1.631837e+00,2.612897e-02
4.156382e-01,7.157546e-01,7.267571e-01
1.856361e-01,8.903057e-01,8.312536e-01
1.841983e+00,6.597000e-01,2.863068e-01
1.859480e+00,4.225889e-01,4.122970e-01
1.803057e+00,9.726921e-01,1.446770e-01
9.487448e-01,2.529132e+00,1.050446e-01
1.855192e+00,2.880225e+00,1.229854e-02
1.890036e+00,2.173545e+00,2.849135e-02
1.799813e+00,2.570262e+00,2.838749e-02
1.944828e+00,2.383749e+00,-1.612122e-02
1.094697e+00,1.788272e+00,1.455864e-01
1.164100e+00,1.469490e+00,1.710406e-01
1.373012e+00,8.248866e-01,3.165434e-01
1.887636e+00,1.719634e+00,8.817016e-02
7.943782e-01,3.057108e-01,8.243820e-01
1.797669e-01,2.450290e+00,6.091840e-01
1.826232e+00,1.595402e+00,1.291442e-01
2.449738e-01,1.806100e+00,6.092086e-01
3.749492e-01,1.858022e+00,4.524637e-01
4.741597e-01,1.137753e-02,1.031018e+00
9.134948e-01,2.876898e-01,7.937809e-01
3.963595e-01,1.496956e+00,5.904922e-01
1.596589e+00,5.597114e-01,4.004147e-01
1.768820e+00,2.081474e+00,9.403821e-03
1.623714e+00,1.478125e+00,5.488646e-02
7.976665e-01,2.581638e+00,1.388298e-01
1.770536e+00,6.571800e-01,3.117435e-01
3.153319e-01,1.989822e+00,5.110119e-01
1.683688e+00,5.887735e-01,4.037360e-01
8.738035e-01,2.942094e+00,3.975623e-02
4.903220e-01,1.672960e-01,8.723618e-01
7.576226e-01,1.737368e+00,2.863122e-01
3.269518e-01,2.185443e+00,4.955509e-01
1.977332e-01,1.632378e+00,7.094093e-01
1.955531e+00,1.678429e+00,2.308251e-03
1.804190e+00,7.490984e-01,2.084418e-01
1.236412e+00,1.114214e+00,2.359795e-01
3.907043e-01,1.732883e+00,4.584771e-01
9.052483e-01,2.991844e+00,9.434204e-02
4.967796e-01,2.587478e+00,2.724993e-01
1.498363e-01,1.852018e+00,7.973253e-01
2.289889e-01,1.112716e+00,8.011418e-01
9.422003e-01,1.266070e+00,2.504515e-01
1.267954e+00,2.744712e+00,5.859967e-02
1.764859e+00,1.064881e+00,1.411506e-01
1.895565e+00,2.742527e+00,1.527089e-02
4.123198e-01,1.944868e+00,4.117562e-01
6.860829e-01,1.109947e+00,5.123341e-01
2.206752e-01,7.779069e-01,8.492509e-01
8.262052e-01,1.244566e+00,3.274051e-01
8.486184e-01,6.974965e-01,4.854760e-01
7.784390e-01,2.934778e+00,1.142982e-01
9.674019e-01,1.710081e+00,2.263742e-01
1.455380e+00,2.423132e+00,5.126895e-02
4.660186e-01,1.076932e+00,5.753851e-01
1.234922e+00,9.323271e-01,3.006219e-01
4.564925e-01,1.866453e+00,4.075580e-01
3.827285e-01,1.392386e+00,5.707877e-01
1.967097e+00,2.347318e+00,-2.099236e-03
1.366032e+00,2.376622e+00,9.902824e-02
1.480587e+00,1.629923e+00,5.937111e-02
1.280809e+00,8.069289e-01,3.770161e-01
1.242673e+00,1.115927e+00,2.825473e-01
7.451628e-01,6.355285e-01,6.282953e-01
1.640220e+00,3.716236e-01,5.846359e-01
